premise_code,premise,address,premise_type,state,district
5516,MUI KUANG MINI MARKET,"BEKENU BAZAAR,98150 BEKENU,",Pasar Mini,Sarawak,Bekenu
13355,MURTABAK CORNER BIDOR,"MURTABAK CORNERJALAN SUNGKAI,35500 BIDOR,",Restoran India Muslim,Perak,Batang Padang
5648,MUS TOMYAM,"MUS TOMYAM,35600 SUNGKAI, PERAK.,",Restoran Melayu,Perak,Batang Padang
20838,MUSLIM MESRA MART (HQ),"843-A & B, KAMPUNG MERBAU PATAH,KUALA TERENGGANU,",Kedai Runcit,Terengganu,Kuala Terengganu
21015,MUTHU MINI MART,"NO. 2 & 3, BANGUNAN LKNP,,SIMPANG SONGSANG,,",Pasar Mini,Pahang,Temerloh
18529,MUTIARA BIRU BISTRO,"NO. 14 PUSAT PERTUMBUHAN DESA JALAN ENDAU- ROMPIN TANJUNG GEMOK, 26820 TANJUNG GEMOK, PAHANG,",Restoran Melayu,Pahang,Rompin
15590,MUTIARA CORNER,"MUTIARA CORNER,JALAN DATO' PATI,",Restoran Melayu,Kelantan,Kota Bharu
20828,MY FARM OUTLET CHENDERING,"KAWASAN PERINDUSTRIAN CHENDERING,KUALA TERENGGANU,",Pasar Basah ,Terengganu,Kuala Terengganu
17660,MY FOODCOURT & TIARA RESTAURANT,"MY FOODCOURT & TIARA RESTAURANT,SRI AMAN NEW TOWNSHIP95000 SRI AMAN, SARAWAK.,",Foodcourt,Sarawak,Sri Aman
17463,MY HERO HYPERMARKET PRESINT 3,"LG05-LG08, LOWER GROUND FLOOR,NO.1,JALAN TUN ABDUL RAZAK,PRESINT 3,62100 PUTRAJAYA.",Pasar Raya / Supermarket,W.P. Putrajaya,Wp Putrajaya
18405,MY ISLAMIC CAFE,"LOT 561, BLOCK 123, OYA - DALAT LAND DISTRICT, 96300 DALAT,",Restoran Melayu,Sarawak,Dalat
21497,MY MASYHUR ENTERPRISE,"G-06, BLOK B,,LORONG SERI TERUNTUM 1,,MEDAN WATISA, JLN TANAH PUTIH,",Kedai Runcit,Pahang,Kuantan
18515,MY MUM CAFÃ‰,"NO 78 TKT BAWAH, JALAN ZAPIN INDAH UTAMA, BANDAR INDERAPURA ,27000 JERANTUT PAHANG,",Restoran Melayu,Pahang,Jerantut
14455,MY MYDIN ( DANAU SAUJANA ),"LOT NO. G22, PLATINUM LAKE CONDOMINUM,PV 12, NO 6, JALAN LANGKAWI,SETAPAK,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Wangsa Maju
12201,MY MYDIN TAMAN SRI MANJA,"JALAN PJS 3/48,SRI MANJA SQUARE ONE,46510 PETALING JAYA, SELANGOR",Pasar Raya / Supermarket,Selangor,Petaling Jaya
17294,MY SHOP,"PASAR MINI MY SHOP TAMPARULI, JLN PADANG, TAMPARULI, TAMPARULI,",Pasar Mini,Sabah,Tamparuli
10855,MYDIN ( SINAR KOTA ),"BANGUNAN SINAR KOTA,NO. 58, JALAN TUN PERAK,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Bukit Bintang
5278,MYDIN BAZAAR PRESINT 15,"MYDIN BAZAAR PUTRAJAYA 42,JALAN DIPLOMATIK 1, PRESINT 15,62130 PUTRAJAYA",Pasar Raya / Supermarket,W.P. Putrajaya,Wp Putrajaya
21707,MYDIN CHOW KIT EMPORIUM,"JALAN TUANKU ABDUL RAHMAN,50100 KUALA LUMPUR,",Pasar Mini,W.P. Kuala Lumpur,Titiwangsa
15081,MYDIN HYPERMARKET BUKIT JAMBUL,"LOWER GROUND, LOT 3A-B&G-M01,KOMPLEKS BUKIT JAMBUL , JALAN RUMBIA,11900 BAYAN LEPAS, PULAU PINANG.",Hypermarket,Pulau Pinang,Barat Daya
18063,MYDIN HYPERMARKET MUTIARA RINI,"NO 7, PERSIARAN JAYA 1,TAMAN MUTIARA RINI,81300 SKUDAI, JOHOR.",Hypermarket,Johor,Johor Bahru
20786,MYDIN HYPERMARKET TAMAN RINTING,"PTD 92368, JALAN RINTING,TAMAN RINTING, MASAI,",Hypermarket,Johor,Johor Bahru
17987,MYDIN HYPERMARKET VISTA TUNKU,"LOT 9512,BLOCK NO. 18 SALAK LAND DISTRICT JALAN DEMAK, PETRA JAYA,93050 KUCHING, SARAWAK.",Hypermarket,Sarawak,Kuching
21787,MYDIN KOTA BHARU,"LOT 69, 241-245,,SEKSYEN 8,,JALAN PINTU PONG, KOTA BHARU",Pasar Mini,Kelantan,Kota Bharu
21466,MYDIN KUALA IBAI,"MYDIN MOHAMED HOLDINGS BERHAD,LOT 1584, JALAN TOK ADIS,KUALA IBAI",Pasar Mini,Terengganu,Kuala Terengganu
21218,MYDIN KULIM HYPERMARKET,"KEDA MALL KULIM PT 4957,,JALAN CENDANA, TAMAN CENDANA,,KULIM",Hypermarket,Kedah,Kulim
5377,MYDIN MALL,"LOT 1547 & 1548,JALAN SULTAN MOHAMAD,KUALA TERENGGANU",Hypermarket,Terengganu,Kuala Terengganu
20742,MYDIN MALL,"LOT 29972, JALAN LINTASAN SEMARAK,BANDAR TUN ABDUL RAZAK, 26400 JENGKA, PAHANG DARUL MAKMUR,",Pasar Raya / Supermarket,Pahang,Maran
17522,MYDIN MALL BUKIT MERTAJAM,"LOT 2730,JALAN BARU,13600 SEBERANG PERAI, PULAU PINANG.",Hypermarket,Pulau Pinang,Seberang Perai Tengah
20731,MYDIN MALL TUNJONG,"LOT PT 666, JALAN KUALA KRAI,BANDAR BARU TUNJONG,KOTA BHARU",Hypermarket,Kelantan,Kota Bharu
18192,MYDIN MART PADANG JAWA,"JALAN PADANG JAWA,SEKSYEN 16,41300 SHAH ALAM, SELANGOR",Pasar Raya / Supermarket,Selangor,Klang
21245,MYDIN MART SEKSYEN 18,"4-16 JALAN PINANG G, 18/G SEKSYEN 18,40200 SHAH ALAM,",Pasar Raya / Supermarket,Selangor,Petaling
15903,MYDIN MERU RAYA,"PT 229142, JALAN MERU BESTARI B2,BANDAR MERU RAYA,30020 IPOH PERAK.",Hypermarket,Perak,Kinta
11222,MYDIN MITC MELAKA,"LOT 15060, 15061 & 15062,KAWASAN MITC,75450 AYER KEROH, MELAKA",Hypermarket,Melaka,Melaka Tengah
17046,MYDIN PARIT BUNTAR HYPERMARKET,"LOT 23252, KERIAN SENTRAL MALL,JALAN SEKOLAH,34200 PARIT BUNTAR, PERAK.",Hypermarket,Perak,Kerian
22149,MYDIN PASIR MAS,"Lot 6606, Jalan Masjid Lama, ,,Seksyen 1,",Pasar Raya / Supermarket,Kelantan,Pasir Mas
11613,MYDIN RAWANG,"646, JALAN BANDAR RAWANG 8,PUSAT BANDAR RAWANG,48000 RAWANG, SELANGOR",Pasar Raya / Supermarket,Selangor,Rawang
20705,MYDIN RTC GOPENG,"Kampung Kepayang,Gopeng,",Pasar Raya / Supermarket,Perak,Kinta
18464,MYDIN SEJATI HYPERMARKET,"LOT 3A, SEJATI COMMERCIAL,JALAN MERPATI, BATU 7,JALAN LAPANGAN TERBANG,",Hypermarket,Sabah,Sandakan
5179,MYDIN SELAYANG,"NO 10-16, JALAN SU/12,SELAYANG UTAMA,68100 BATU CAVES, SELANGOR.",Hypermarket,Selangor,Gombak
21124,MYDIN SENAWANG HYPERMARKET,"NO 110, JALAN BPS 7,BANDAR PRIMA SENAWANG,SEREMBAN",Hypermarket,Negeri Sembilan,Seremban
16547,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
18697,MYDIN SUNGAI PETANI,"1/1, JALAN BATIK 1,TAMAN BATIK,08000 SUNGAI PETANI, KEDAH.",Hypermarket,Kedah,Kuala Muda
18337,MYDIN TAMAN ANGGERIK,"LOT 21452, JLN ANGGERIK PERDANA 1,TAMAN ANGGERIK PERDANA,43500 SEMENYIH, SELANGOR",Pasar Raya / Supermarket,Selangor,Hulu Langat
21866,MYDIN TAMAN PELANGI INDAH,"PTD 120470, PERSIARAN PELANGI INDAH,TAMAN PELANGI INDAH,ULU TIRAM",Pasar Raya / Supermarket,Johor,Johor Bahru
5274,MYDIN USJ,"LOT 4,5,6,PERSIARAN PERPADUAN USJ 1,47600 SUBANG JAYA, SELANGOR",Hypermarket,Selangor,Petaling
13715,MYDIN WHOLESALE HYPERMARKET,"LOT 1724,SEKSYEN 14, JALAN RAJA PEREMPUAN ZAINAB II,16150 KUBANG KERIAN, KELANTAN.",Hypermarket,Kelantan,Kota Bharu
15948,MYDIN WHOLESALE HYPERMARKET ALOR SETAR,"NO 888, JALAN ALOR MENGKUDU,TAMAN SAGA,05400 ALOR SETAR, KEDAH.",Hypermarket,Kedah,Kota Setar
17128,MYDIN WHOLESALE HYPERMARKET BERTAM,"NO 2243,JALAN TUN HAMDAN SYEIKH TAHIR, BANDAR PUTRA BERTAM,13200 KEPALA BATAS, PULAU PINANG.",Hypermarket,Pulau Pinang,Seberang Perai Utara
18198,MYDIN WHOLESALE HYPERMARKET GONG BADAK,"LOT PT35511,KG. BANGGOL JALAN GONG PAK DAMAT,GONG BADAK, KUALA NERUS",Hypermarket,Terengganu,Kuala Nerus
17100,MYDIN WHOLESALE HYPERMARKET KULAI UTAMA,"LOT 1.18A KULAI HYPERMARKET,JALAN ANGGERIK 8, TAMAN KULAI UTAMA,81000 KULAI, JOHOR DARUL TAKZIM.",Hypermarket,Johor,Johor Bahru
17632,MYFARM OUTLET PRESINT 7,"PRESINT 7,62000 PUTRAJAYA.,",Pasar Basah ,W.P. Putrajaya,Wp Putrajaya
17428,"MYFARM OUTLET, RTC TUNJONG","LEBUHRAYA PASIR MAS-SALOR,TUNJONG,",Pasar Basah ,Kelantan,Kota Bharu
21806,MZD AMAN JAYA ENTERPRISE,"NO.4, JALAN AMAN JAYA 1,,TAMAN AMAN JAYA SUNGAI PUTERI,",Kedai Runcit,Pahang,Rompin
9050,MZI TRADING,"413,KAMPUNG PENAMBANG,JALAN PANTAI CAHAYA BULAN",Pasar Mini,Kelantan,Kota Bharu
17998,NABILA TOMYEM MASAKAN KAMPONG,"NO.2, MEDAN SELERA KAMPUNG BARU, 28700 BENTONG, PAHANG,",Medan Selera,Pahang,Bentong
2525,NADHIRAH CAFETERIA,"LOT 81,TAMAN OKK MAHALI PAPAR, PETI SURAT 594,89600 PAPAR, SABAH.",Restoran Melayu,Sabah,Papar
21611,NAILATUL IZZAH ENTERPRISE,"235 JALAN MAHKOTA,TAMAN MALURI CHERAS,",Kedai Runcit,W.P. Kuala Lumpur,Cheras
21464,NAJI MART,"NAJI MAT JUSOH ENTERPRISE,LOT 11456-B, JALAN TELUK KETAPANG,KAMPUNG TELAGA DAING",Kedai Runcit,Terengganu,Kuala Nerus
7949,NAJWA IKAN BAKAR,"NO. 7 & 8,MEDAN SELERA GELIGA,24000 KEMAMAN, TERENGGANU.",Medan Selera,Terengganu,Kemaman
17560,NAM LEONG (DALAT) SUPERMARKET,"PEKAN DALAT,DALAT,MUKAH, SARAWAK",Pasar Raya / Supermarket,Sarawak,Dalat
3837,NAM LEONG (KANOWIT) SUPERMARKET,"MAIN BAZAAR KANOWIT,KANOWIT,",Pasar Mini,Sarawak,Kanowit
18346,NAM LEONG DEPARMENT STORE (MUKAH),"NO. 508-1-1 TO 508-1-5, 508-2-1 TO 508-2-4, 508-3-1 TP 508-3-3,NEW TOWNSHIP, GREEN ROAD,MUKAH, SARAWAK",Pasar Raya / Supermarket,Sarawak,Mukah
21874,NAM LEONG DEPARTMENT STORE,"LOT 1075 & 1076, STD, JALAN SABU, 95000 SRI AMAN, SARAWAK,LOT 1075 & 1076, STD, JALAN SABU, 95000 SRI AMAN, SARAWAK,",Pasar Raya / Supermarket,Sarawak,Sri Aman
17726,NAM LEONG DEPARTMENT STORE (BETONG) SDN BHD,"LOT 627, 628 & 629,JALAN SIE KWANG NGAK,95700 BETONG, SARAWAK.",Pasar Raya / Supermarket,Sarawak,Betong
15069,NAM LEONG DEPARTMENTAL STORE,"JALAN MASJID LAMA,BANDAR SARIKEI,SARIKEI",Pasar Raya / Supermarket,Sarawak,Sarikei
5348,NAM LEONG SUPERMARKET,"LOT 5965-5971, JALAN DESA INDAH 3,BANDAR BARU PERMYJAYA,98100 MIRI, SARAWAK",Pasar Raya / Supermarket,Sarawak,Miri
18075,NAM SENG,"NO. 21,PEKAN BALINGIAN BALINGIAN,",Kedai Runcit,Sarawak,Balingian
17313,NAMLEONG DEPARTMENTAL STORE,"NAM LEONG DEPARTMENT STORE (SARATOK) SDN BHD,LOT 1509-1514, JALAN WEE GEOK ENG, NEW SHOPLOT,95400 SARATOK.",Pasar Raya / Supermarket,Sarawak,Saratok
18264,NAPI KEDAI MAKAN,"LOT 1620, KG. PAK KANCILKG. PAK KANCIL22100 BANDAR PERMAISURISETIU, TERENGGANU,",Restoran Melayu,Terengganu,Setiu
2309,NAR CERIA ENTERPRISE,"NO. 97 RKT PALOH 03,GUA MUSANG,",Kedai Runcit,Kelantan,Gua Musang
20734,NASI CAMPUR ANA,"JALAN SUNGAI PINANG,GEORGE TOWN,",Restoran Melayu,Pulau Pinang,Timur Laut
18178,NASI KANDAR AHMAD,"NO.1 JLN. KASAWARI 1, TAMAN KASAWARI, 14100 SIMPANG AMPAT, SEBERANG PERAI SELATAN, PULAU PINANG.,Bukit Tambun,",Restoran India Muslim,Pulau Pinang,Seberang Perai Selatan
16793,NASI KANDAR ALOR LINTANG,"LOT 5170 BANGUNAN WISMA ABDUL AZIZJALAN BESAR ALOR LINTANG,,",Restoran India Muslim,Terengganu,Besut
18206,NASI KANDAR LINE CLEAR,"HARITAGE LINE CLEAR NASI KANDARNEXT TO 177 JALAN PENANG10000 GEORGETOWN ,PULAU PINANG,",Restoran India Muslim,Pulau Pinang,Timur Laut
16215,NASI KANDAR MAKBUL,"LAGENDA HEIGHT, 08000 SUNGAI PETANI, KEDAH,",Restoran India Muslim,Kedah,Kuala Muda
18499,NASI KANDAR PADANG KOTA (PARIT BUNTAR) PERAK,"MYDIN PARIT BUNTAR HYPERMARKET, KERIAN SENTRAL MALL,LOT 23252, JALAN SEKOLAH,34200 PARIT BUNTAR, PERAK",Restoran India Muslim,Perak,Parit Buntar
16283,NASI KANDAR SALAM SDN BHD,"BAGAN JERMAL,",Restoran India Muslim,Pulau Pinang,Seberang Perai Utara
15808,NASI KERABU GOLOK,"DEPAN LITAR MEMANDU MACHANG,JLN PASIR PUTIH,",Restoran Melayu,Kelantan,Machang
15344,NASI KERABU SPECIAL,"KAMPUNG KULIM,JELI KELANTAN,",Restoran Melayu,Kelantan,Jeli
21486,NASRUL FROZEN FOOD,"NASRUL FROZEN FOOD ENTERPRISE,JKR 06, KUARTERS JABATAN PERTANIAN NEGERI TERENGGANU,WAKAF TENGAH, BATU RAKIT",Kedai Runcit,Terengganu,Kuala Nerus
11282,NATIEZA INDERA ENTERPRISE,"NO. 1 & 2,BATU 16, RPA KAKI BUKIT,02200 KAKI BUKIT, PERLIS.",Kedai Runcit,Perlis,Padang Besar
4981,NATION LIGHT SDN BHD,"SIMPANG BEKENU, SIBUTI,98150 BEKENU, SARAWAK,",Pasar Mini,Sarawak,Bekenu
17352,NATRAH RESTOREN,"KAMPUNG MERANTI KECIL,PASIR MAS,",Restoran Melayu,Kelantan,Pasir Mas
18040,NAURA BISTRO,"NO 1 KEDAI MDD,STESEN KTMB DABONG,",Restoran Melayu,Kelantan,Dabong
17503,NAWAB CAFE,"NAWAB CAFEPASAR BARU MUKAH96400 MUKAHSARAWAK,",Restoran Melayu,Sarawak,Mukah
21925,NB JOMBELI FRESH MART PONTIAN,"NO. 130-G & 131, JALAN BAKEK JAYA 1,TAMAN BAKEK JAYA,",Pasar Mini,Johor,Pontian
3310,NELAYAN MINI MARKET,"JALAN HILIR PASAR16200 TUMPATKELANTAN,TUMPAT,",Pasar Mini,Kelantan,Tumpat
18107,NEW 2099,"LOT 472 & 473,JALAN LAWAS DAMIT,",Kedai Runcit,Sarawak,Lawas
17364,NEW CHP GUAN ECONMART,"LOT 2, TAMAN FULLIWA SHOPHOUSE,JALAN RANCA- RANCA, 87008 WP LABUAN,",Pasar Raya / Supermarket,W.P. Labuan,Kawasan Luar Bandar
20852,NEW DONGGONGON FRESH MART'S,"LOT 2 & 3, TINGKAT BAWAH,BLOCK 1, KEDAI PEKAN DONGGONGON,PENAMPANG",Pasar Mini,Sabah,Penampang
17861,NEW MADINA MINIMARKET,"29-12 GOLDEN TRIANGLE,11900,BAYAN LEPAS,PULAU PINANG,",Pasar Mini,Pulau Pinang,Barat Daya
17690,NEW MEI SING COFFEE SHOP,"LOT. NO. 1120, GROUND FLOOR, JALAN BUANGSIOL,98700 LIMBANG, SARAWAK.,",Restoran Cina,Sarawak,Limbang
2688,NEW NAM KEE,"PEKAN LUNDU,94500 LUNDU, SARAWAK.,",Kedai Runcit,Sarawak,Lundu
17931,NEW SIN TECK HONG,"PEKAN DONGGONGON,89500 DONGGONGAN, SABAH.,",Kedai Runcit,Sabah,Penampang
17752,NEW WA WA RESTAURANT,"MDLD 6589,LOT 23,AIRPORT PLAZA JLN SEGAMA,91100 LAHAD DATU,",Restoran Cina,Sabah,Lahad Datu
21297,NEW WORLD EXPRESS,"NO.1 JALAN HAJI MOHAMAD PAUZI,MUKAH,",Pasar Mini,Sarawak,Mukah
20867,NEW WORLD GROCER (MOYAN SQUARE),"SUBLOT G1 & L1-1 OF PLOT 29 OF LOT 9523, BLOCK 10,MATANG LAND DISTRICT, JALAN TONDONG BATU KAWAH,,",Pasar Raya / Supermarket,Sarawak,Kuching
17877,NEW WORLD MART (MIRI) SDN BHD,"LOT 1448 (P/LOT 994),BLOCK OFF PASAR LUTONG, M.C.L.D,98000 MIRI, SARAWAK",Pasar Raya / Supermarket,Sarawak,Miri
11537,NEW WORLD MART SDN. BHD.,"GROUNDFLOOR PARKCITY SHOPPING MALL,JALAN TUN AHMAD ZAIDI,97000 BINTULU, SARAWAK",Pasar Raya / Supermarket,Sarawak,Bintulu
5889,NG SIAN HAP SUPERMARKET,"LOT 1039, PIASAU INDUSTRIAL ESTATE,98000 MIRI,SARAWAK",Pasar Raya / Supermarket,Sarawak,Miri
17989,NICE TO EAT KOPITIAM,"TINGKAT 1-1/1, JALAN CHENG PERDANA 1/21A,TAMAN CHENG PERDANA,75250 MELAKA",Restoran Cina,Melaka,Melaka Tengah
17658,NIDZAM SOLEH ENTERPRISE,"LOT 5369, EMR 4531, MUKIM LENGGONG,33400 LENGGONG, PERAK,",Restoran Melayu,Perak,Hulu Perak
21679,NIK AMALINA NIK AMAN,"S/45, LOT 48-L,,KAMPUNG BERIS JAMBU,PENGKALAN CHEPA, KOTA BHARU",Pasar Mini,Kelantan,Kota Bharu
1447,NIK JAYA TRADING K.R,"KAMPUNG GUNUNG,BATU MELINTANG, JELI, KELANTAN.,",Kedai Runcit,Kelantan,Jeli
1409,NIK MANSOR,"RPT BATU MENGKEBANG,BATU MENGKEBANG,",Kedai Runcit,Kelantan,Kuala Krai
21018,NIK MART ENT.,"NO. 40, LORONG JED 1,,BANDAR TUN RAZAK JENGKA,",Pasar Mini,Pahang,Temerloh
21588,NIK MAT FRESH,"PT1420, KAMPUNG KIJANG,JALAN PANTAI CAHAYA BULAN,",Pasar Mini,Kelantan,Kota Bharu
14707,NINETY NINE STATION,"LOT 5188JALAN SAKEH84000 MUARJOHOR,",Restoran Cina,Johor,Muar
16343,NIRWANA HYPERMARKET SDN BHD.,"NO A1 JLN KURNIA JAYA 1,PERUMAHAN KURNIA JAYA,KUANTAN, PAHANG.",Hypermarket,Pahang,Kuantan
17980,NIRWANA MAJU (KUALA BERANG) SDN. BHD.,"LOT 3172, JALAN BESAR,KUALA BERANG, HULU TERENGGANU,TERENGGANU",Pasar Raya / Supermarket,Terengganu,Hulu Terengganu
2984,NIRWANA MAJU SDN BHD,"LOT 1572, MUKIM KUALA DUNGUN,JALAN YAHYA AHMAD,23000 DUNGUN",Pasar Raya / Supermarket,Terengganu,Dungun
5488,NIRWANA MAJU SDN BHD (432159-V),"LOT 1354, JALAN KUBANG TANGGA,KAMPUNG KUBANG TANGGA,KUALA TERENGGANU",Pasar Raya / Supermarket,Terengganu,Kuala Terengganu
7922,NIRWANA MAJU SDN.BHD (KEMAMAN),"LOT 2027,JALAN KUBANG KURUS,24000 CHUKAI KEMAMAN, TERENGGANU.",Pasar Raya / Supermarket,Terengganu,Kemaman
21740,NISAR TRADING,"LOT 71444 A- LOT 71444 C,MUKIM KUALA DUNGUN,KAMPUNG ALOR TEMBESU",Pasar Mini,Terengganu,Dungun
18569,NKDP ENTERPRISE,"PT 1571,TAMAN NURI,PADANG SELISING,",Restoran Melayu,Kelantan,Machang
21262,NOOR JAHAN MINI MARKET,"595 A, JALAN JELUTONG,GEORGETOWN,",Pasar Mini,Pulau Pinang,Timur Laut
17957,NOOR RESTORAN,"643 JALAN BESAR,RANTAU PANJANG,",Restoran Melayu,Kelantan,Pasir Mas
1612,NOOR'AINI MAMAT,"KG BAGAN ATAS,PULAI CHONDONG,",Kedai Runcit,Kelantan,Machang
18174,NOR AINI BT. SALLEH,"NO. 1, BAZAR MDS SRI LANGKAPSETIU, TERENGGANU,",Medan Selera,Terengganu,Setiu
1532,NORDIN SATAY,"KEDAI MAKAN 4,KEDAI PATI DEPAN JKR,KUALA KRAI, KELANTAN.",Restoran Melayu,Kelantan,Kuala Krai
21796,NORHAYATI BINTI ISMAIL,"LOT 5294, KG LEMBAGA,RPT KESEDAR SG TERAH,GUA MUSANG, KELANTAN",Kedai Runcit,Kelantan,Gua Musang
18205,NORINAH CAFE & RESTAURANT,"JALAN BLETEH,96800 KAPIT, SARAWAK,",Restoran Melayu,Sarawak,Kapit
21594,NORLAILI BINTI DAUD,"LOT 8 & 9 1/1, LORONG INTAN SATU,,PERAMU JAYA 03,,",Kedai Runcit,Pahang,Pekan
22071,NORMA BINTI IBRAHIM,"NO. 20,21,22,23,BANGUNAN PMINT BATU 6,JALAN KELANTAN",Kedai Runcit,Terengganu,Kuala Nerus
21675,NORMAN SHER ENTERPRISE,"LOT 4162,,KG. PERMATANG BADAK,,",Kedai Runcit,Pahang,Kuantan
21300,NOVI FROZEN FOODS SEK 7 SHAH ALAM,"H-YG4 JALAN PLUMBUM Y7/Y,,PUSAT KOMERSIAL SEKSYEN 7, 40000 SHAH ALAM,",Pasar Mini,Selangor,Petaling
16192,NPF JELI ENTERPRISE,"HADAPAN TNB JELI,JELI, KELANTAN,",Kedai Runcit,Kelantan,Jeli
21619,NSK GROCER ( QUILL CITY MALL ),"LG-10-21, LOWER GROUND, QUILL MALL CITY MALL,JALAN SULTAN ISMAIL,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Bukit Bintang
21616,NSK GROCER ( TIMES SQUARE ),"LG-34 & LG-60B, BERJAYA TIMES SQUARE,NO 1 JALAN IMBI,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Bukit Bintang
21174,NSK GROCER AMCORP MALL,"LG-22, LOWER GROUND FLOOR, AMCORP MALL,,NO 18, PERSIARAN BARAT, 46050 PETALING JAYA,",Pasar Raya / Supermarket,Selangor,Petaling Jaya
21436,NSK GROCER THE RIVERCITY,"LOT NO. H-G-01, BLOCK H, THE RIVERCITY,JALAN SULTAN AZLAN SHAH,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Batu
5517,NSK HYPERMARKET RAWANG,"LOT 647 & 682,JALAN RAWANG, RAWANG JAYA,48000 RAWANG SELANGOR",Hypermarket,Selangor,Rawang
11567,NSK TOPZELLER,"LOT 8097, JALAN KILANG,SEKSYEN 1, WANGSA MAJU,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Setiawangsa
17940,NSK TRADE CITY ( JALAN PEEL ),"PLAZA 393, NO.61, JALAN PEEL,TAMAN MALURI,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Cheras
18352,NSK TRADE CITY ( KEPONG ),"G20, GROUND FLOOR, BREM MALL,JALAN BESAR KEPONG,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Kepong
14824,NSK TRADE CITY ( KUCHAI LAMA ),"BASEMENT 2, PUSAT PERDAGANGAN KUCHAI,NO.2, JALAN 1/127,OFF JALAN KUCHAI LAMA,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Seputeh
20784,NSK TRADE CITY (MELAKA) SDN BHD,"NO.19395, JALAN TTC 26,TAMAN TEKNOLOGI CHENG,MELAKA,",Pasar Raya / Supermarket,Melaka,Melaka Tengah
18144,NSK TRADE CITY (PANDAN) SDN BHD,"LOT 138, BATU 71/2,JLN KOTA TINGGI, PANDAN,81100 JOHOR BAHRU, JOHOR.",Pasar Raya / Supermarket,Johor,Johor Bahru
20793,NSK TRADE CITY SDN BHD,"RIVERA, MUKIM KESANG, NO 1, JALAN RIVERA,KAWASAN PERINDUSTRIAN TANJUNG AGAS,",Pasar Raya / Supermarket,Johor,Tangkak
21847,NSK TRADING (BAHAU),"NO 1, 1, JALAN KEMPAS UTAMA, PUSAT PERNIAGAAN KEMPAS BAHAU,BAHAU,",Pasar Raya / Supermarket,Negeri Sembilan,Bahau
22147,NUR COLD STORAGE,"LOT 9 & 10, BLOK C,KEDAI SEDCO, PEKAN TAMBUNAN,",Pasar Mini,Sabah,Tambunan
18668,NUR JULIA MART,"29, JALAN SEMERBAK 20,TAMAN BUKIT DAHLIA,PASIR GUDANG",Kedai Runcit,Johor,Johor Bahru
18704,NURI MART,"TANAH NO NT 1288,KAMPUNG TANJUNG KAPOR NO 5,91308 SEMPORNA, SABAH",Kedai Runcit,Sabah,Semporna
4670,NURUL CAFE,"LOT 1051, NO.14 G/FLOOR,JALAN BUANGSIOL,98700 LIMBANG, SARAWAK.",Restoran Melayu,Sarawak,Limbang
17748,NURZANAH'S CATERING & MANAGEMENT,"LOT 429, GROUND FLOOR, JALAN BENDAHARA,98000 MIRI, SARAWAK,",Restoran Melayu,Sarawak,Miri
21458,NUSANTARA FRESHMART SDN. BHD.,"NO. 1 & 3, JALAMN CHENGAL INDAH 1,,TAMAN CHENGAL INDAH,BANDAR BERA",Pasar Mini,Pahang,Bera
20884,NUTRIBEST FRESHMART SDN BHD,"GROUND FLOOR, WISMA WAN SHOPPING COMPLEX,,TABUAN JAYA COMMERCIAL CENTRE,",Pasar Mini,Sarawak,Kuching
18446,NZ CURRY HOUSE,"NZ RETAIL, (WANGSA LINK) SDN BHDNO.12-G, JALAN WANGSA DELIMA 11,D`WANGSA, MAJU, 53300 KUALA LUMPUR,",Restoran India Muslim,W.P. Kuala Lumpur,Setiawangsa
16399,NZ KOPITIAM,"NO.107 L 262,TINGKAT BAWAH LANGKAWI MALL07000 LANGKAWIKEDAH.,",Restoran Cina,Kedah,Langkawi
21558,NZ SRI NASEK MINI MARKET TRADING,"1501, KAMPUNG GONG TOK NASEK,JALAN PANJI ALAM,",Kedai Runcit,Terengganu,Kuala Terengganu
21576,OCO MART,"PT 14660-14664,TAMAN TAPAI INDAH,",Kedai Runcit,Terengganu,Marang
21610,OK SUPERMART,"NO 498-0-3 & 498-0-4, WISMA INDAH,JALAN TUN RAZAK,",Kedai Runcit,W.P. Kuala Lumpur,Cheras
17263,ON ON TRADING SDN BHD,"KG. TAKA,89100 PITAS, SABAH.,",Kedai Runcit,Sabah,Pitas
18708,ONE AMIRUL HYPERRUNCIT,"LOT 3519, KAMPUNG MERBAU PATAH,20050 KUALA TERENGGANU,",Kedai Runcit,Terengganu,Kuala Terengganu
1111,ONE SIX EIGHT RESTAURANT,"8, JALAN KRISTAL 6,TAMAN CRYSTAL,86400 PT. RAJA, BATU PAHAT, JOHOR.",Restoran Cina,Johor,Batu Pahat
